time,magnitude
357194.7778,1
357200.48799999995,1
357202.1161,1
357218.3118,1
357220.2983,1
357226.2372,1
357229.5451,1
357230.9628,1
357233.226,1
357238.4147,1
357242.1591,1
357248.1994,1
357250.4851,1
357252.2293,1
357253.2465,1
357257.17799999996,1
357259.3193,1
357261.4861,1
357265.0168,1
357270.8604,1
357273.8455,1
357276.549,1
357279.8493,1
357283.3764,1
357284.6034,1
357288.2459,1
357294.2129,1
357305.6293,1
357306.8305,1
357309.1109,1
357312.995,1
357315.155,1
357317.4918,1
357320.7285,1
357324.7657,1
357334.5952,1
357337.7719,1
357339.5958,1
357340.2643,1
357342.0495,1
357350.3795,1
357351.7487,1
357359.9116,1
357361.4604,1
357372.7946,1
357373.3626,1
357376.61100000003,1
357384.4234,1
357393.9203,1
357396.6542,1
357399.8577,1
357400.0422,1
357402.4458,1
357403.44700000004,1
357405.5216,1
357419.2219,1
357422.0073,1
357423.6968,1
357426.4009,1
357431.2845,1
357437.1024,1
357447.7667,1
357450.7095,1
357453.084,1
357454.2571,1
357454.3356,1
357454.5898,1
357468.4138,1
357469.3216,1
357470.7044,1
357471.8387,1
357474.9182,1
357482.9185,1
357483.1689,1
357487.3815,1
357490.0957,1
357490.749,1
357491.4183,1
357496.5951,1
357497.8101,1
357500.0423,1
357500.6589,1
357510.4133,1
357514.6056,1
357522.7448,1
357523.0037,1
357525.7082,1
357535.0229,1
357540.1764,1
357541.1629,1
357542.4591,1
357545.1678,1
357549.3692,1
357550.9282,1
357552.3088,1
357553.3522,1
357555.5483,1
357559.2901,1
357561.555,1
357561.6763,1
357564.12899999996,1
357570.0246,1
357577.7533,1
357577.8476,1
357578.2858,1
357582.1736,1
357582.8492,1
357592.7927,1
357601.5946,1
357604.7133,1
357605.6249,1
357605.9034,1
357607.8289,1
357614.9688,1
357621.5399,1
357622.1583,1
357623.3348,1
357623.8342,1
357624.4796,1
357624.9345,1
357625.4168,1
357627.5881,1
357635.4667,1
357638.2317,1
357641.4534,1
357642.1613,1
357643.6608,1
357644.5001,1
357645.2756,1
357646.1849,1
357658.1414,1
357677.1064,1
357680.2546,1
357682.9104,1
357683.3386,1
357692.9775,1
357696.4335,1
357699.5663,1
357701.8092,1
357702.0657,1
357706.4376,1
357712.1019,1
357713.8911,1
357722.505,1
357727.6672,1
357728.1065,1
357730.0302,1
357731.7596,1
357731.9568,1
357734.2729,1
357737.2864,1
357740.6287,1
357743.3481,1
357745.5698,1
357747.0256,1
357749.8638,1
357750.6422,1
357756.9834,1
357759.6121,1
357762.028,1
357773.7551,1
357776.1984,1
357784.5373,1
357788.5676,1
357791.4358,1
357792.5123,1
357793.1329,1
357797.0286,1
357800.3544,1
357801.5481,1
357802.8465,1
357811.2135,1
357812.7731,1
357828.9317,1
357831.26700000005,1
357831.6259,1
357839.7405,1
357840.9978,1
357847.4128,1
357847.9449,1
357851.3874,1
357853.8341,1
357854.3899,1
357857.3099,1
357857.4722,1
357863.0329,1
357863.7229,1
357865.2787,1
357873.0825,1
357879.6967,1
357888.2457,1
357891.6834,1
357896.7149,1
357905.0293,1
357908.5391,1
357913.5939,1
357917.4877,1
357918.4692,1
357922.8814,1
357927.5933,1
357930.7457,1
357933.4583,1
357939.7664,1
357947.1617,1
357951.5408,1
357956.3926,1
357960.9852,1
357969.6079,1
357988.9374,1
357993.5327,1
357996.5056,1
358002.9769,1
358013.7568,1
358026.2523,1
358029.5983,1
358035.8342,1
358045.9901,1
358049.9256,1
358061.9962,1
358070.5794,1
358071.5948,1
358073.751,1
358076.9903,1
358080.8079,1
358094.519,1
358094.5275,1
358094.8013,1
358096.6621,1
358101.5354,1
358103.1207,1
358103.7647,1
358106.5435,1
358107.1744,1
358110.1116,1
358111.8851,1
358116.7883,1
358120.6288,1
358136.7145,1
358144.0195,1
358145.7643,1
358148.6797,1
358151.4683,1
358153.0503,1
358155.1307,1
358160.8391,1
358161.9019,1
358165.065,1
358169.7511,1
358171.4673,1
358172.0648,1
358173.7746,1
358175.24799999996,1
358177.3679,1
358186.467,1
358186.6121,1
358187.04,1
358193.0506,1
358194.7085,1
358200.1984,1
358201.6528,1
358203.9871,1
358210.4695,1
358210.9348,1
358211.2112,1
358216.8791,1
358218.2658,1
358221.3587,1
358225.3335,1
358225.4499,1
358227.2267,1
358228.9444,1
358230.3359,1
358230.5918,1
358232.0583,1
358238.0398,1
358238.3273,1
358241.5246,1
358244.7347,1
358246.2999,1
358248.9757,1
358251.9468,1
358253.4718,1
358255.7766,1
358263.7485,1
358269.8621,1
358273.3646,1
358280.0344,1
358282.1653,1
358287.98299999995,1
358299.8816,1
358300.0848,1
358303.0175,1
358304.8038,1
358309.5118,1
358311.4621,1
358315.9556,1
358321.95,1
358322.0107,1
358330.5764,1
358334.8527,1
358341.3899,1
358341.4507,1
358345.6302,1
358353.3407,1
358354.5414,1
358361.3324,1
358363.5049,1
358363.6252,1
358371.3327,1
358373.8398,1
358374.1236,1
358378.7632,1
358380.7834,1
358384.601,1
358387.2801,1
358395.2571,1
358396.3575,1
358413.8339,1
358414.7919,1
358419.409,1
358421.5931,1
358424.5352,1
358425.7379,1
358429.9,1
358431.7995,1
358432.5325,1
358435.7106,1
358443.7179,1
358447.7057,1
358457.0329,1
358460.479,1
358466.3926,1
358467.8565,1
358467.9201,1
358468.11299999995,1
358468.4248,1
358468.9734,1
358471.1692,1
358471.1841,1
358483.5601,1
358488.1164,1
358488.7386,1
358490.4626,1
358494.3835,1
358494.7036,1
358500.6532,1
358501.5397,1
358504.096,1
358510.4445,1
358514.9625,1
358516.7264,1
358517.9491,1
358518.3015,1
358521.4742,1
358524.0842,1
358524.4545,1
358538.3562,1
358542.1607,1
358546.0535,1
358546.9948,1
358547.7133,1
358548.3966,1
358553.5602,1
358553.6714,1
358564.1012,1
358567.5888,1
358567.7274,1
358572.2535,1
358573.3202,1
358577.2451,1
358577.5914,1
358584.1611,1
358588.1573,1
358595.2792,1
358600.7855,1
358601.9242,1
358602.2113,1
358607.9558,1
358609.2602,1
358610.9783,1
358612.8501,1
358614.0076,1
358624.0656,1
358626.8915,1
358631.7947,1
358635.6252,1
358639.5421,1
358639.8237,1
358648.4138,1
358649.2321,1
358654.144,1
358654.5024,1
358654.67299999995,1
358655.3431,1
358656.455,1
358668.1612,1
358668.4449,1
358672.9118,1
358674.1761,1
358674.3167,1
358675.3879,1
358677.8042,1
358679.3503,1
358682.0527,1
358683.8662,1
358684.2795,1
358684.8678,1
358687.8854,1
358688.7534,1
358702.9131,1
358708.5788,1
358710.4202,1
358717.6504,1
358722.7014,1
358726.5482,1
358727.3051,1
358736.3265,1
358754.9097,1
358761.1355,1
358761.7742,1
358763.7526,1
358766.0551,1
358770.3776,1
358774.0548,1
358778.1094,1
358781.5626,1
358784.0564,1
358785.4574,1
358791.8284,1
358791.9777,1
358792.9487,1
358795.0279,1
358795.5891,1
358800.162,1
358804.6565,1
358810.1293,1
358810.3788,1
358814.47799999994,1
358818.2258,1
358819.3359,1
358819.7431,1
358820.3864,1
358821.3214,1
358823.6221,1
358827.8929,1
358835.1267,1
358845.4157,1
358849.8944,1
358851.3572,1
358851.4672,1
358853.0704,1
358853.6141,1
358854.5997,1
358856.1142,1
358856.9892,1
358870.68299999996,1
358872.7852,1
358874.8565,1
358876.4841,1
358880.7168,1
358882.5316,1
358883.1305,1
358889.484,1
358897.3872,1
358901.5002,1
358906.6098,1
358907.5276,1
358910.1923,1
358920.4394,1
358923.2085,1
358929.549,1
358930.5038,1
358934.3221,1
358945.5789,1
358949.8475,1
358950.6809,1
358967.0624,1
358969.5076,1
358973.5791,1
358977.86600000004,1
358982.573,1
358984.8284,1
358988.7633,1
358994.6544,1
358994.9366,1
358999.1623,1
359002.4093,1
359002.4769,1
359003.6477,1
359012.4117,1
359012.7267,1
359028.4459,1
359033.8642,1
359033.9995,1
359035.3485,1
359040.7565,1
359040.9505,1
359041.4746,1
359048.9958,1
359050.1753,1
359057.955,1
359063.8822,1
359067.994,1
359071.374,1
359073.0249,1
359075.1775,1
359076.3567,1
359076.823,1
359087.7028,1
359089.2971,1
359093.101,1
359093.8823,1
359095.1018,1
359100.4827,1
359101.2908,1
359102.281,1
359109.2469,1
359115.1137,1
359121.2871,1
359126.8926,1
359138.6822,1
359145.5408,1
359159.5905,1
359169.7196,1
359180.6635,1
359186.3338,1
359188.9476,1
359190.3783,1
359190.5386,1
359192.6248,1
359199.1711,1
359200.4698,1
359202.1604,1
359202.5586,1
359205.4257,1
359205.665,1
359216.2572,1
359220.81200000003,1
359221.3441,1
359223.547,1
359226.2032,1
359226.2642,1
359228.5733,1
359233.0324,1
359243.9231,1
359246.8347,1
359246.8974,1
359253.7088,1
359259.5746,1
359259.8877,1
359267.8273,1
359269.2514,1
359269.5046,1
359274.0318,1
359276.9884,1
359280.3033,1
359280.99600000004,1
359282.2467,1
359285.047,1
359290.06700000004,1
359302.9629,1
359303.1481,1
359303.4077,1
359312.2607,1
359315.4148,1
359317.2275,1
359322.9676,1
359323.1901,1
359323.2205,1
359323.4981,1
359328.0696,1
359338.8896,1
359340.5575,1
359351.1466,1
359358.0618,1
359362.53799999994,1
359369.3298,1
359369.7442,1
359369.8772,1
359373.0474,1
359373.5077,1
359377.6844,1
359382.5152,1
359388.9221,1
359390.101,1
359395.2906,1
359397.6678,1
359397.874,1
359400.7527,1
359408.7967,1
359411.2968,1
359412.3771,1
359414.1963,1
359419.7667,1
359425.596,1
359426.2548,1
359426.4831,1
359427.2442,1
359429.4372,1
359439.3673,1
359441.6229,1
359448.0839,1
359452.4847,1
359456.5545,1
359463.047,1
359464.0909,1
359476.5752,1
359478.5573,1
359482.4048,1
359497.5077,1
359499.0024,1
359506.852,1
359508.8697,1
359514.6593,1
359515.6605,1
359515.9074,1
359518.1332,1
359519.5272,1
359529.2328,1
359529.7976,1
359532.8258,1
359535.6878,1
359537.1525,1
359539.5541,1
359541.124,1
359550.0365,1
359551.732,1
359551.8414,1
359556.7908,1
359558.6031,1
359560.8673,1
359569.9661,1
359573.977,1
359577.4816,1
359577.6202,1
359579.0836,1
359581.0767,1
359582.8787,1
359583.7782,1
359587.1056,1
359598.8909,1
359599.9261,1
359600.8931,1
359609.8354,1
359616.9331,1
359618.1723,1
359620.2676,1
359621.149,1
359622.4313,1
359626.0133,1
359626.8975,1
359629.4033,1
359630.0434,1
359635.7118,1
359637.8011,1
359643.5881,1
359643.7574,1
359650.6106,1
359657.5507,1
359660.8695,1
359661.6689,1
359664.4048,1
359667.5998,1
359671.6825,1
359672.2969,1
359672.9232,1
359674.1425,1
359681.3767,1
359682.8307,1
359683.0496,1
359688.696,1
359689.1629,1
359689.3661,1
359690.0256,1
359693.4311,1
359693.8945,1
359696.9002,1
359701.5404,1
359703.4268,1
359706.3344,1
359707.6313,1
359708.0834,1
359716.0748,1
359717.6183,1
359717.9844,1
359724.5156,1
359725.0331,1
359730.6525,1
359734.7043,1
359738.2277,1
359738.5878,1
359739.596,1
359743.9337,1
359750.3542,1
359751.7114,1
359757.0645,1
359758.6492,1
359761.4671,1
359761.9814,1
359764.8833,1
359774.9556,1
359775.8819,1
359775.9797,1
359777.2146,1
359777.8652,1
359779.27200000006,1
359781.6082,1
359781.609,1
359783.9703,1
359789.7182,1
359790.4107,1
359792.7783,1
359793.5827,1
359797.761,1
359800.6553,1
359810.6591,1
359816.1074,1
359818.5214,1
359820.3828,1
359820.9207,1
359822.1061,1
359822.8963,1
359824.0116,1
359826.1072,1
359829.7585,1
359830.02,1
359831.8275,1
359833.3269,1
359835.506,1
359837.096,1
359837.7447,1
359840.0739,1
359845.1514,1
359846.0835,1
359846.4542,1
359846.4729,1
359846.7874,1
359847.7058,1
359850.8739,1
359852.405,1
359852.9118,1
359856.9343,1
359862.1809,1
359868.2564,1
359868.8516,1
359874.8509,1
359876.7205,1
359883.0496,1
359886.2927,1
359888.417,1
359893.7415,1
359894.0595,1
359901.4789,1
359904.8972,1
359907.2813,1
359908.7595,1
359914.6341,1
359921.4749,1
359921.74299999996,1
359924.3818,1
359935.2932,1
359938.3686,1
359939.7498,1
359943.68100000004,1
359944.7359,1
359946.081,1
359948.3227,1
359952.3618,1
359954.7318,1
359955.0469,1
359965.2332,1
359967.0653,1
359970.8868,1
359975.0769,1
359977.4764,1
359979.5455,1
359979.5475,1
359983.84,1
359985.5456,1
359991.3552,1
359996.1785,1
360002.2172,1
360002.54799999995,1
360004.468,1
360007.0098,1
360008.3201,1
360009.342,1
360010.9972,1
360013.0127,1
360013.7326,1
360015.7486,1
360021.3378,1
360022.689,1
360027.1922,1
360027.5503,1
360028.3141,1
360032.1063,1
360034.7029,1
360035.9372,1
360036.3338,1
360036.8178,1
360040.0764,1
360040.1851,1
360040.8107,1
360042.1352,1
360042.2465,1
360042.8997,1
360044.3676,1
360044.3924,1
360045.599,1
360050.1388,1
360053.1097,1
360053.4202,1
360056.1081,1
360057.0331,1
360057.6402,1
360060.6684,1
360060.6785,1
360060.8947,1
360061.5019,1
360063.2471,1
360063.4093,1
360068.6991,1
360069.4292,1
360069.9567,1
360070.8067,1
360071.321,1
360073.9861,1
360077.3498,1
360077.7396,1
360082.2555,1
360083.5409,1
360089.1181,1
360089.2653,1
360090.4359,1
360090.6453,1
360091.9093,1
360092.5654,1
360092.6308,1
360093.9182,1
360099.49799999996,1
360100.9918,1
360102.576,1
360107.2123,1
360109.3066,1
360109.5519,1
360110.1693,1
360114.7559,1
360118.1051,1
360118.8496,1
360125.5616,1
360127.6619,1
360130.87,1
360134.3276,1
360134.7912,1
360135.9788,1
360144.0679,1
360144.2078,1
360148.9206,1
360154.6828,1
360155.0788,1
360159.0853,1
360159.093,1
360162.1361,1
360164.3756,1
360168.5342,1
360168.8044,1
360169.77,1
360173.5456,1
360176.037,1
360176.4138,1
360183.5687,1
360184.9429,1
360187.8425,1
360188.3984,1
360190.0403,1
360190.7389,1
360191.0789,1
360193.0735,1
360194.161,1
360195.0317,1
360196.4772,1
360199.4452,1
360205.1273,1
360209.7246,1
360210.4313,1
360210.5785,1
360213.2454,1
360213.8013,1
360217.4229,1
360221.7196,1
360226.9196,1
360227.0062,1
360229.4261,1
360229.4596,1
360229.9764,1
360230.16,1
360233.3607,1
360234.0601,1
360236.8771,1
360240.9292,1
360242.6351,1
360246.6114,1
360248.0576,1
360251.0426,1
360252.0195,1
360252.3244,1
360253.436,1
360254.9403,1
360256.0355,1
360256.5989,1
360259.5813,1
360261.9853,1
360263.8635,1
360265.7202,1
360267.49,1
360270.2651,1
360273.5778,1
360273.7472,1
360278.5739,1
360283.0704,1
360283.1203,1
360284.3337,1
360286.3282,1
360287.081,1
360289.85,1
360292.7516,1
360295.095,1
360297.2546,1
360297.9195,1
360298.7721,1
360299.249,1
360299.7154,1
360302.369,1
360303.751,1
360303.9667,1
360305.6838,1
360309.0726,1
360309.6049,1
360309.6259,1
360310.2903,1
360310.8596,1
360313.5784,1
360315.6299,1
360316.6327,1
360319.6799,1
360322.3396,1
360324.2704,1
360325.8231,1
360326.0285,1
360326.4336,1
360327.0353,1
360328.1992,1
360330.2284,1
360333.6335,1
360333.6475,1
360335.7907,1
360336.0614,1
360337.7644,1
360339.1466,1
360340.6756,1
360345.9079,1
360346.8646,1
360348.6484,1
360355.713,1
360356.6351,1
360360.7721,1
360361.9782,1
360362.5695,1
360363.0152,1
360364.3842,1
360369.2911,1
360370.2016,1
360370.8517,1
360370.9466,1
360374.2322,1
360375.4758,1
360375.6665,1
360375.9533,1
360381.7866,1
360387.07899999997,1
360388.4746,1
360388.6194,1
360388.7152,1
360389.0406,1
360392.3466,1
360399.0449,1
360399.31299999997,1
360401.1666,1
360402.3193,1
360406.7022,1
360409.2292,1
360412.0362,1
360412.6436,1
360412.7255,1
360413.6071,1
360414.215,1
360421.0929,1
360421.1752,1
360422.5193,1
360425.8065,1
360425.9784,1
360429.5275,1
360432.7276,1
360434.8394,1
360437.1388,1
360437.5858,1
360438.1741,1
360443.6977,1
360443.8777,1
360444.8917,1
360447.2167,1
360449.1649,1
360461.3333,1
360462.3203,1
360462.9663,1
360465.9084,1
360467.7065,1
360468.1915,1
360469.5921,1
360470.0114,1
360470.1122,1
360470.9803,1
360471.9472,1
360473.3848,1
360473.7906,1
360474.1758,1
360474.3773,1
360475.2631,1
360475.6547,1
360476.9482,1
360478.0136,1
360478.1338,1
360480.7656,1
360484.2433,1
360485.9731,1
360486.0109,1
360486.4698,1
360486.93700000003,1
360488.8089,1
360488.8942,1
360490.3522,1
360493.0952,1
360493.4,1
360495.5157,1
360496.8285,1
360500.1808,1
360502.7417,1
360503.17100000003,1
360509.0998,1
360512.3572,1
360512.9638,1
360517.5023,1
360517.7466,1
360519.713,1
360520.1249,1
360521.4769,1
360522.9763,1
360523.2467,1
360525.4947,1
360528.3413,1
360532.8783,1
360532.9841,1
360533.3815,1
360533.591,1
360534.1104,1
360534.1393,1
360541.8933,1
360542.2614,1
360543.0453,1
360545.8002,1
360545.9624,1
360546.4756,1
360551.1171,1
360553.7525,1
360558.8296,1
360559.2209,1
360561.1381,1
360563.4844,1
360564.7618,1
360570.0132,1
360570.9861,1
360571.9289,1
360575.547,1
360576.6402,1
360576.6992,1
360579.5211,1
360580.7042,1
360581.3052,1
360583.8264,1
360585.2707,1
360585.58700000006,1
360585.6361,1
360588.0613,1
360588.3575,1
360588.849,1
360589.1486,1
360590.2984,1
360592.3872,1
360595.9876,1
360599.4344,1
360599.5968,1
360601.9117,1
360602.0195,1
360603.2976,1
360603.3044,1
360607.5931,1
360607.8687,1
360609.6921,1
360610.4125,1
360614.7221,1
360615.4413,1
360615.653,1
360620.3115,1
360621.1079,1
360623.4145,1
360623.7317,1
360628.7539,1
360630.6599,1
360630.8975,1
360636.4963,1
360638.0612,1
360638.2074,1
360638.8713,1
360639.0927,1
360639.6827,1
360639.9774,1
360641.8494,1
360645.495,1
360649.0187,1
360649.4517,1
360649.4618,1
360649.4704,1
360649.5704,1
360649.8021,1
360651.6933,1
360653.3269,1
360655.6285,1
360659.1515,1
360660.7193,1
360677.4925,1
360681.1116,1
360681.2952,1
360681.6145,1
360682.3109,1
360682.8741,1
360683.3325,1
360685.7578,1
360686.18100000004,1
360688.1939,1
360688.7021,1
360689.9736,1
360690.5965,1
360691.0481,1
360694.2851,1
360694.8432,1
360695.8598,1
360697.0086,1
360698.1278,1
360698.5609,1
360699.4313,1
360699.7953,1
360702.2374,1
360704.1516,1
360705.2265,1
360707.9781,1
360710.7479,1
360712.0679,1
360713.7165,1
360713.7494,1
360716.5263,1
360717.2745,1
360717.7198,1
360719.4757,1
360726.2477,1
360738.1094,1
360740.5065,1
360741.4686,1
360743.3354,1
360749.6792,1
360750.2937,1
360753.2338,1
360755.2604,1
360758.1708,1
360763.6626,1
360763.8442,1
360763.8983,1
360764.1168,1
360765.91,1
360766.0926,1
360769.8709,1
360770.3654,1
360774.6245,1
360776.133,1
360777.5565,1
360777.6781,1
360777.7787,1
360783.0586,1
360783.6497,1
360788.9239,1
360789.9261,1
360789.9538,1
360794.8614,1
360795.4145,1
360796.4157,1
360799.2922,1
360799.6715,1
360799.7901,1
360800.2453,1
360801.9418,1
360802.2397,1
360802.7581,1
360802.8951,1
360803.4414,1
360803.6057,1
360803.7357,1
360804.8376,1
360807.0645,1
360809.221,1
360809.9224,1
360810.0509,1
360811.6201,1
360821.9771,1
360822.1369,1
360826.6062,1
360827.0397,1
360829.5174,1
360830.3598,1
360830.93200000003,1
360832.0158,1
360833.0628,1
360833.0984,1
360833.7187,1
360835.9946,1
360837.652,1
360840.024,1
360840.3399,1
360842.6022,1
360842.6137,1
360846.5022,1
360846.5338,1
360849.9719,1
360850.3673,1
360850.4859,1
360851.7688,1
360853.4908,1
360854.768,1
360855.6397,1
360855.9523,1
360857.1056,1
360858.2383,1
360860.4983,1
360860.8066,1
360861.9796,1
360862.3037,1
360862.8335,1
360863.2588,1
360863.4818,1
360864.9699,1
360866.7504,1
360867.7226,1
360868.5086,1
360869.7434,1
360871.0637,1
360872.4648,1
360873.2446,1
360875.8165,1
360876.0872,1
360877.3809,1
360880.6209,1
360882.4161,1
360882.701,1
360884.1249,1
360886.7964,1
360887.2978,1
360892.0926,1
360893.1433,1
360893.5116,1
360894.456,1
360895.9559,1
360896.4133,1
360898.2856,1
360898.598,1
360900.3826,1
360901.8237,1
360904.6259,1
360907.9164,1
360908.5267,1
360910.9458,1
360911.2275,1
360913.8914,1
360915.1181,1
360916.8365,1
360917.843,1
360918.0765,1
360923.0521,1
360923.5509,1
360924.2974,1
360925.17,1
360929.7287,1
360931.1116,1
360931.2241,1
360932.7011,1
360935.3897,1
360937.2073,1
360941.9036,1
360944.963,1
360945.5749,1
360945.9229,1
360946.1638,1
360947.1679,1
360950.1844,1
360955.5309,1
360956.6758,1
360959.8666,1
360961.1128,1
360962.0728,1
360965.14200000005,1
360965.3073,1
360965.6579,1
360965.6706,1
360968.7239,1
360968.8788,1
360969.0708,1
360969.60799999995,1
360970.8072,1
360971.2493,1
360971.7492,1
360974.4909,1
360974.7302,1
360975.1585,1
360975.2897,1
360975.5251,1
360975.802,1
360976.13700000005,1
360976.374,1
360980.2029,1
360981.2325,1
360984.4374,1
360985.6621,1
360988.5511,1
360990.8659,1
360992.8602,1
360994.11100000003,1
360999.46,1
361000.162,1
361002.0901,1
361005.6556,1
361008.3076,1
361008.45399999997,1
361009.6163,1
361012.6129,1
361014.0679,1
361015.2859,1
361016.2639,1
361017.4293,1
361017.4773,1
361018.0214,1
361018.2305,1
361018.2577,1
361018.3443,1
361020.1147,1
361023.3137,1
361023.5221,1
361025.2153,1
361028.9275,1
361030.6612,1
361031.7431,1
361033.0405,1
361033.6881,1
361034.2126,1
361034.2179,1
361034.7347,1
361035.7585,1
361037.9716,1
361038.2331,1
361038.3864,1
361041.5532,1
361042.0336,1
361042.1711,1
361045.7594,1
361045.7681,1
361047.6574,1
361048.3465,1
361049.8468,1
361050.5256,1
361054.078,1
361054.1173,1
361056.6414,1
361057.2742,1
361058.5815,1
361058.64200000005,1
361059.6661,1
361064.4967,1
361065.2096,1
361070.6461,1
361070.7185,1
361072.7222,1
361074.6647,1
361078.4202,1
361079.8619,1
361080.1642,1
361081.5616,1
